id,date,owner,lane,what,ruler,delta,n_seeds,sd,verdict,artifacts,notes
o-rank,2026-08-18,oleg,blend,rank-normalise the per-category CE score as the shipped predict (Shopee-2nd trick),LB-public,-0.0372,1,,ANCHOR,oleg/EXPERIMENTS.md E-52/E-54,"READ THIS AGAINST THE RANK BLEND IN v9/v11 - THE TWO TRACKS DISAGREE AND MAX'S EVIDENCE IS STRONGER. Scope: submission v7 replaced the raw sigmoid in predict with a per-category rank/percentile transform; LB 0.4282 -> 0.3910 at +0.0065 on the local ruler. CONFOUNDED: v7 also carried a second CE, independently worth about -0.016 LB on this track, so the rank part is roughly -0.021 rather than the full -0.037. Note the operations are not identical: this is rank-normalising the FINAL predict per category, while max's rank blend combines two family scores at w and is inside a 0.47542 champion. Working hypothesis that reconciles them: ranking is safe as a COMBINER of two scores and unsafe as an output transform, because the latter re-prices every pair against a test prevalence the training split never saw. Oleg's track has shipped raw sigmoid ever since. UNTESTED: rank as a combiner on oleg's stack, which is exactly max's configuration"
o-stack,2026-08-20,oleg,blend,GBDT ensemble stacked on top of the bge CE (v12) against the pure CE (v11),LB-public,+0.0037,1,,ANCHOR,oleg/EXPERIMENTS.md E-77/E-78,"Scope: per-category bag of 8 CatBoost seeds plus LightGBM taking the RAW CE sigmoid as one feature alongside cleaned attributes, char n-grams and 17 fuzzy identifier features. Local ruler +0.0063 -> LB +0.0037, i.e. the stack layer transfers at about 59 percent, consistent with the 55-70 percent this track measures for every stack gain and against the 94-98 percent that CE-quality gains transfer at. Practical consequence shared with max's w=0.1 finding: the tree half is worth little once the CE is strong, and it is worth progressively less the better the CE gets"
o-classic,2026-08-19,oleg,features,"fully non-neural submission: hand features plus IBM Model 1 alignment, no CE anchor at all",LB-public,-0.0162,1,,ANCHOR,oleg/EXPERIMENTS.md E-71/E-72,"Scope: the whole classical layer shipped standalone. Local ruler +0.018 over the earlier classical baseline, LB 0.2697 against that baseline's 0.2859 - BELOW it, with the gap widening from 0.343 to 0.377. Fifth independent confirmation on this track that hand features overfit the local split. The useful refinement is that the same features are NOT worthless: mounted on a CE anchor they transfer at 59 percent (o-stack). Hand features are a modifier of a strong text score, never a score"
o-gap,2026-08-19,oleg,rulers,decompose the val-LB gap: is the local compass broken or is the metric just prevalence-bound,,,,,LANDED,oleg/EXPERIMENTS.md E-73,"The gap is ARITHMETIC, not a broken compass: PR-AUC is pinned to the positive rate, about 26 percent locally against roughly 4.5 percent implied on the board, and every local gain has arrived on the board with the correct SIGN across 17 submissions. What is not constant is the coefficient - it is set by the FAMILY of the change: CE quality 94-98 percent, stack layers 55-70 percent, output transforms and standalone hand features negative. So the usable prediction rule is LB approximately val minus the gap of the nearest STRUCTURAL analogue (pure CE 0.325, stack over CE 0.3275, stack over e5 0.339), and it called v12 to within 0.001. Same shape as max's within-family CE line, arrived at from the other side"
o-tta,2026-08-19,oleg,blend,"symmetric TTA: score both pair orientations and average, full and confidence-banded",E_oleg-val,+0.0010,1,,INCONCLUSIVE,oleg/EXPERIMENTS.md E-73,"scope: bge scored in both orientations on a 12000-pair subsample, single deterministic pass, so no seed scatter is available and this row does not claim ledger-grade evidence. Correlation between orientations 0.9818 with 8.9 percent of pairs moving more than 0.1. Of the apparent +0.0049, only +0.0010 is the AVERAGING - the other +0.0039 is simply choosing id2-first, free of compute and probably an artefact of how pairs were constructed. Mean-of-logits beat mean-of-probabilities by +0.0004. Full TTA costs 2x and would drop this container under its throughput floor; a band-limited variant on scores in 0.2-0.8 costs 1.17x for +0.0028. Everything here is under the local noise floor. SIDE FINDING WORTH MORE THAN THE ARM: temperature scaling is a mathematical no-op for macro PR-AUC, since any per-category monotone map leaves the within-category ranking untouched - only the way several scores are COMBINED can move it"
o-timing,2026-08-20,oleg,container,"measured container timing against the published 1/6/13-minute limits, with a degradation cascade",,,,,LANDED,"oleg/submission/run.py, oleg/docs/PIPELINE.md","RELEVANT TO THE e5-large / v12 DECISION. The binding limit is NOT private, it is CHECK: 1000 pairs in 60 seconds INCLUDING process start, weight load and parquet I/O. Measured on this container at 1.14 GB of fp16 weights: 38.5-40.3 s cold on a laptop MPS proxy, of which 4.6 s is the weight load - and that load is hidden by running it on a background thread in parallel with reading parquet and computing features, with tokenisation pipelined through a two-slot queue. The structural answer to a model that might not fit the budget is a per-category degradation cascade with a cost estimate of n/rate, a 5-second margin and a cost-abort: the run then degrades category by category to a cheap model instead of timing out, and a timeout becomes impossible regardless of throughput. This is what makes an expensive CE survivable, and it is the piece that would de-risk e5-large: worst case is the cheap arm on the tail categories, not a zero"
o-selective,2026-08-20,oleg,relabeling,selective Stage-A warmup: down-weight LLM labels per category by how far the LLM is from human labels,E_oleg-val,+0.0014,1,,OVERTURNED,"hf:smirnolegov/ecup26-bge-selective, oleg/molab/patch_selective_warmup.md","OVERTURNED BY o-v13lb: shipped in both configurations and both lost on the board (-0.00813 pure CE, -0.00495 stacked). The +0.0014 recorded below was under this track's own epsilon of 0.003 to begin with. scope: single deterministic training run, one checkpoint, no seed replication - a direction, not a ledger-grade delta. Every LLM pair's distillation weight is multiplied by a per-category factor derived from how well the LLM pool agrees with human labels: 1.0 where they agree, 0.0-0.05 in the four categories where they do not (Obuv and Yuvelirnye excluded outright, Odezhda and Galantereya at 0.05). Solo CE 0.7791 -> 0.7805, concentrated exactly where it was aimed: Odezhda +0.0254, Obuv +0.0054. But stacking on top of it then adds LESS (+0.0048 against +0.0063 over the unweighted anchor), so the weak-category headroom is claimed EITHER by the anchor OR by the stack, never twice - total unchanged. Same conclusion max reached pricing the GBDT half at w=0.1, reached from the data side. Also: the checkpoint was selected by macro PR-AUC, not by val loss - loss bottomed at epoch 1 while macro peaked at epoch 3, and stopping on loss would have cost -0.0055"
o-relabel,2026-08-20,oleg,relabeling,"re-label 144k LLM-pool pairs with an own open-license pair judge (gpt-oss-120b), 4 weak categories first",,,,,QUEUED,"oleg/src/relabel_*.py, oleg/prompts/02_pair_match.md","RUNNING NOW, claims the unclaimed LLM-relabeling lane. Pre-registered rule: ACCEPT only if a Stage-A trained on the re-labeled pool lifts solo CE to at least 0.7805 on E_oleg-val AND leaves the four weak categories no worse than the selective warmup - otherwise the cheaper weighting of o-selective stands. Two priority queues: 48000 pairs across the four weak categories, stratified across the FULL range of the original soft label in 5 bins, then 96000 across the other 16 in ascending order of LLM-human agreement. 100-pair pilot already confirms the mechanism the axis-sign map predicts: labels move DOWN in all four categories, mean 0.581 -> 0.398, and the top disagreements are textbook over-merge by title - a bag against the same bag in another colour stamped 1.0 by the provider and corrected to 0.0 with a stated reason. Infrastructure is 5 parallel workers, gid-modulo sharding with stealing, O_EXCL claim files, stall-restart and full checkpoint resume. Every checkpoint stores provider, model and params; only the LLM pool is touched, never the human matches rows"
t105margin,2026-08-20,max,label-cleaning,can the MARGIN definition of a bad label be tested the same way? (it cannot),,,,,REVISIT,"box/train_ce.py --clean-mode, tools/make_flag_dataset.py","NOT RUN, and deliberately so - the size-match guard caught it before it cost 3 GPU-hours. The two candidate definitions of 'the worst 10%' overlap only 13.5% and are nearly disjoint: contradiction is threshold-free and graph-based, margin is 'the llm probability sits in the undecided band'. But the margin flag and the sampler's `mid` class ARE THE SAME ROWS: dropping it takes mid from 1,383,550 to 1,434. So a margin arm is not cleaning 10% of bad labels, it is deleting the entire soft-label middle of the curriculum, and it cannot be made size-matched against the current baseline. To test it honestly, BOTH arms must be rebuilt with mid=0 and rematched on pos/zero - two fresh runs, ~2.5h. Worth doing before we tell Oleg his lead does not transfer, because if he cleaned by margin then t105 did not test his intervention at all. box/train_ce.py now carries --clean-mode {contra,margin,both} plus an assert that fails loudly rather than silently shrinking an arm"
o-judge,2026-08-20,oleg,relabeling,"score the re-labeling judge against HUMAN labels: 2000 canonical-val pairs across the four weak categories, head-to-head with our own CE on identical pairs",E_judge-2k,-0.3571,1,,REVISIT,"experiments/o-judge_the-judge-encodes-the-wrong-identity.md, oleg/src/relabel_humanval_input.py, oleg/src/relabel_humanval_report.py, oleg/artifacts/relabel_humanval.json","scope: the pair-judge prompt as shipped in oleg/prompts/02_pair_match.md, gpt-oss-120b at temperature 0, single deterministic pass over the four weak categories - no seed scatter, so this is a direction plus a mechanism, not a ledger-grade delta. WHAT WAS DEFICIENT: the o-relabel campaign had no ground truth by construction, since matches_llm and the human pool share zero pairs (re-verified: 0 of 365654), and its only check was a 100-pair pilot judged against our own over-merge hypothesis, which is self-confirming. Measured here on a uniform val sample at natural prevalence 12.2 percent: judge macro PR-AUC 0.2445 against bge-selective 0.6016 and bge-v12 0.6157 ON THE SAME PAIRS, so the judge is 2.5x worse than the model it was meant to teach; as a classifier at 0.5 precision 0.311 recall 0.266, worst in Yuvelirnye at precision 0.200 which is also the category with the most campaign up-flips; rank-blended onto the CE it subtracts monotonically from w=0, so there is no orthogonal signal to keep even as a feature. The campaign's dominant edit is BELOW CHANCE: pairs where the CE ranks bottom-half and the judge says positive carry a human positive rate of 0.091 against a 0.122 base. ROOT CAUSE is not model weakness but the prompt: 73 percent of true positives are called negative, and the reasons are size 56 percent and colour 28 percent, while rule 2 of the prompt says a size or colour difference means NOT match. On this slice, among human-MATCH pairs where both sides declare a size the sizes DIFFER in 95.6 percent of cases against 93.6 percent among non-matches, separating power -0.019 - the sides are different sellers cards and the size field is each seller's own format (46 vs xl, 52 vs w30/l28, both labelled MATCH). This is COOKBOOK 'ground truth is product-CARD identity, not SKU identity' and 'grid-SKU vs point-SKU' reached from a third route, and unlike those it is measured on a uniform population sample rather than a hand-read error slice. WHAT MUST CHANGE BEFORE A RE-RUN: invert rule 2 to card identity (same model across a size/colour grid is a MATCH, only a different model or line or article is not), then re-price on this same 2000-pair slice - 14 minutes, 3 keys, zero GPU - and pre-register the bar at judge macro >= 0.6016, the CE on identical pairs, before any pool labeling resumes. The 47362 re-labeled weak rows must not feed a Stage A and the pre-registered o-relabel gate (solo CE >= 0.7805 on E_oleg-val) is unreachable from them, so do not spend the training run. The transferable lesson: a labeling judge needs a ruler against the graded labels BEFORE it gets a queue, not after"
o-v13lb,2026-08-20,oleg,relabeling,selective Stage-A warmup shipped in BOTH configurations: pure CE (v13s) and GBDT stack (v13),LB-public,-0.00495,1,,ANCHOR,"ozon_submit_v13.zip, ozon_submit_v13s.zip, oleg/EXPERIMENTS.md E-82","SELECTIVE WARMUP IS REFUTED ON THE BOARD, 2/2, AND IT IS THE LB CONFIRMATION OF t105. Two submissions, each a single-variable A/B against its own structural twin, both landed NEGATIVE: v13s (pure CE, run.py byte-identical to v11) 0.446082 against v11 0.454217 = -0.00813, and v13 (GBDT stack, v12 recipe bit-for-bit) 0.452926 against v12 0.457877 = -0.00495. The only thing changed in either archive was the CE weights directory. The intervention was to multiply each LLM pair's Stage-A distillation weight by a per-category factor - 1.0 where the LLM pool agrees with humans, 0.0 in Obuv and Yuvelirnye, 0.05 in Odezhda and Galantereya - i.e. it SUBTRACTS the LLM warmup precisely in the four ambiguous categories. SAME SHAPE AS t105 AND v10-lb, from a second pipeline and measured on the board rather than on a ruler: t105 dropped contradiction-flagged rows from Stage A and lost 0.02065 leak-free E_real 5/5, v10 dropped the llm rows from the GBDT and lost 0.0216 LB, this drops them per-category from Stage A and loses 0.005-0.008 LB. t105's proposed mechanism explains this one exactly: the removed rows are the AMBIGUOUS ones, so the pool that remains is an easier training distribution - and the four categories zeroed here are the ambiguous ones by construction. Transfer detail worth keeping: the selective anchor also transfers WORSE, gap 0.3344 pure and 0.3323 stacked against 0.3253 and 0.3275 for the same containers on the unweighted anchor, so this is not a level shift but a genuinely weaker model on the closed test. PROTOCOL LESSON, self-inflicted: the local ruler read +0.0014, which is BELOW that track's own epsilon of 0.003, and two slots were spent shipping it anyway; the pre-registered prediction of 0.4577/0.4555 missed low by 0.0048 and 0.0094. A sub-epsilon delta is not a small win, it is no measurement. CONSEQUENCE: the unweighted bge anchor (v11/v12 weights) stands as this track's CE, and the whole family of 'improve the weak categories by REMOVING or down-weighting LLM label mass' is now 0/3 across both pipelines. UNTESTED and still open: CORRECTING labels in place while keeping every row, which is a different operation from removal - though o-judge shows the current judge cannot do the correcting"
